Volume,Radius,X,Y,friends_100,friends_250,friends_500,friends_1000
828,14.5206221839198,13468.6654589372,13179.9033816425,6,34,95,169
919,15.2977589313704,16831.7290533188,8671.67464635473,4,22,88,169
312,8.91348122741469,21227.3333333333,33479.6923076923,7,20,49,168
844,14.6602467629742,24425.095971564,30764.894549763,6,20,64,168
581,12.1634877850979,24434.7401032702,30624.074010327,6,25,60,168
638,12.7461902507458,12284.6661442006,13491.3401253918,7,30,82,168
709,13.4367171378818,13404.8603667137,12961.077574048,9,36,99,168
720,13.5405500051462,17735.9013888889,8367.15694444444,2,7,51,168
652,12.8852798430405,20898.5107361963,33824.0506134969,4,12,37,167
435,10.5248202071085,21008.4781609195,33820.8206896552,6,11,43,167
335,9.23618154310838,21039.4835820896,33814.423880597,6,10,47,167
388,9.93998936978549,21681.3092783505,33788.5206185567,4,17,53,167
520,11.5072547835032,24124.0884615385,30513.3096153846,5,15,56,167
606,12.4224245951385,24157.8069306931,30486.9818481848,5,17,53,167
1265,17.9479693786789,24213.0901185771,30752.9343873518,1,9,73,167
4348,33.2747518112712,24304.6223551058,30830.3406163753,1,17,75,167
243,7.86634870026297,24370.1028806584,30738.7777777778,4,16,65,167
593,12.2884584063905,24401.9021922428,30544.1669477234,5,20,59,167
636,12.7261962145141,24402.3789308176,30796.3789308176,3,19,65,167
869,14.8757867985183,17242.6144994246,8150.3084004603,4,18,63,167
696,13.3129615272912,17594.6623563218,9025.22844827586,5,18,57,167
470,10.9400419197143,17656.5,8993.5,4,19,51,167
568,12.0266376133113,21632.2429577465,34000.5017605634,6,26,47,166
401,10.1051378757422,24342.5910224439,30485.9775561097,7,16,61,166
296,8.68192265850841,24492.5,30754.5,5,20,63,166
657,12.9345922308436,24518.9923896499,30774.898021309,3,19,64,166
642,12.7860845274851,12485.8707165109,13760.9704049844,7,24,77,166
562,11.9629479990608,16903.5569395018,8875.75800711744,7,32,85,166
938,15.4550877898612,21405.5628997868,33847.5063965885,3,14,71,165
707,13.4177521077695,21649.2673267327,33647.3833097595,3,18,49,165
629,12.6559683441325,21718.2957074722,33805.4038155803,3,13,53,165
656,12.9247448048019,24120.3307926829,30463.8490853659,7,18,50,165
575,12.1005184865998,24365.732173913,30469.3339130435,5,17,60,165
947,15.5290556626229,12239.9672650475,13466.6525871172,9,31,70,165
1036,16.242390023304,12302.9777992278,13536.2413127413,7,31,85,165
2028,22.7250073563152,13541.1217948718,13375.6957593688,1,12,55,165
760,13.9115926766041,16875.2631578947,8837.16447368421,5,31,85,165
945,15.5126488374792,16970.7650793651,8964.01375661376,10,32,83,165
701,13.3606954973111,17007.269614836,8986.50499286733,5,31,84,165
830,14.5381485900385,17361.4325301205,8169.01445783133,13,26,61,165
589,12.2469432255483,17404.3735144312,8166.51273344652,14,28,57,165
689,13.2458449811443,17772.6313497823,8397.793904209,3,6,40,165
496,11.238565871041,20853.6350806452,33808.8286290323,3,11,34,164
720,13.5405500051462,21096.6305555556,33528.4569444444,6,16,50,164
663,12.9935200631654,21177.2805429864,33515.2775263952,7,18,51,164
1196,17.4516159452542,21385.0593645485,33376.2658862876,2,18,43,164
3189,28.4968802087542,21544.8783317654,33471.4393226717,5,19,45,164
598,12.3401559775525,21695.1806020067,33891.4297658863,4,19,51,164
449,10.6928439209229,24150.6859688196,30445.008908686,7,21,52,164
771,14.0119070007677,24340.0959792477,30446.8106355383,5,14,65,164
945,15.5126488374792,24518.4592592593,30645.6126984127,5,20,63,164
395,10.0292534135935,12175.0658227848,13296.3443037975,3,17,54,164
956,15.6026728784963,12189.300209205,13348.9163179916,6,22,58,164
1160,17.1869594279662,12670.4629310345,13849.024137931,4,20,54,164
4530,33.9640254906579,17273.7880794702,9109.27373068433,3,16,68,164
767,13.9755123756653,20973.8122555411,33865.6714471969,6,12,41,163
